t,kind,detail,fx,fy,com_x,com_y
4.4435,state,ANKLE_RECOVER,,,,
4.4455,state,STAND,,,,
4.454,state,ANKLE_RECOVER,,,,
4.4545,state,STAND,,,,
4.4795,state,ANKLE_RECOVER,,,,
4.48,state,STAND,,,,
4.4835,state,ANKLE_RECOVER,,,,
4.485,state,STAND,,,,
4.488,state,ANKLE_RECOVER,,,,
4.4885,state,STAND,,,,
4.4955,state,ANKLE_RECOVER,,,,
4.4965,state,STAND,,,,
4.4985,state,ANKLE_RECOVER,,,,
4.499,state,STAND,,,,
4.5345,state,ANKLE_RECOVER,,,,
4.535,state,STAND,,,,
4.5395,state,ANKLE_RECOVER,,,,
4.54,state,STAND,,,,
4.542,state,ANKLE_RECOVER,,,,
4.5425,state,STAND,,,,
4.5575,state,ANKLE_RECOVER,,,,
4.558,state,STAND,,,,
4.561,state,ANKLE_RECOVER,,,,
4.562,state,STAND,,,,
4.568,state,ANKLE_RECOVER,,,,
4.5685,state,STAND,,,,
4.5885,state,ANKLE_RECOVER,,,,
4.589,state,STAND,,,,
4.6555,state,ANKLE_RECOVER,,,,
4.656,state,STAND,,,,
4.6595,state,ANKLE_RECOVER,,,,
4.66,state,STAND,,,,
4.663,state,ANKLE_RECOVER,,,,
4.6635,state,STAND,,,,
4.666,state,ANKLE_RECOVER,,,,
4.6665,state,STAND,,,,
4.6835,state,ANKLE_RECOVER,,,,
4.684,state,STAND,,,,
4.6875,state,ANKLE_RECOVER,,,,
4.688,state,STAND,,,,
4.6925,state,ANKLE_RECOVER,,,,
4.693,state,STAND,,,,
4.724,state,ANKLE_RECOVER,,,,
4.7245,state,STAND,,,,
4.7365,state,ANKLE_RECOVER,,,,
4.737,state,STAND,,,,
4.7455,state,ANKLE_RECOVER,,,,
4.746,state,STAND,,,,
4.7625,state,ANKLE_RECOVER,,,,
4.7635,state,STAND,,,,
4.764,state,ANKLE_RECOVER,,,,
4.765,state,STAND,,,,
4.79,state,ANKLE_RECOVER,,,,
4.7905,state,STAND,,,,
4.804,state,ANKLE_RECOVER,,,,
4.8045,state,STAND,,,,
4.8225,state,ANKLE_RECOVER,,,,
4.823,state,STAND,,,,
4.8265,state,ANKLE_RECOVER,,,,
4.827,state,STAND,,,,
4.843,state,ANKLE_RECOVER,,,,
4.8455,state,STAND,,,,
4.853,state,ANKLE_RECOVER,,,,
4.8535,state,STAND,,,,
4.858,state,ANKLE_RECOVER,,,,
4.8585,state,STAND,,,,
4.878,state,ANKLE_RECOVER,,,,
4.8785,state,STAND,,,,
4.953,state,ANKLE_RECOVER,,,,
4.9535,state,STAND,,,,
4.972,state,ANKLE_RECOVER,,,,
4.9725,state,STAND,,,,
4.973,state,ANKLE_RECOVER,,,,
4.974,state,STAND,,,,
4.9895,state,ANKLE_RECOVER,,,,
4.99,state,STAND,,,,
4.9905,state,ANKLE_RECOVER,,,,
4.991,state,STAND,,,,
5.01,state,ANKLE_RECOVER,,,,
5.011,state,STAND,,,,
5.015,state,ANKLE_RECOVER,,,,
5.0165,state,STAND,,,,
5.0175,state,ANKLE_RECOVER,,,,
5.018,state,STAND,,,,
5.0235,state,ANKLE_RECOVER,,,,
5.024,state,STAND,,,,
5.034,state,ANKLE_RECOVER,,,,
5.0345,state,STAND,,,,
5.035,state,ANKLE_RECOVER,,,,
5.0355,state,STAND,,,,
5.038,state,ANKLE_RECOVER,,,,
5.049,state,STAND,,,,
5.0695,state,ANKLE_RECOVER,,,,
5.07,state,STAND,,,,
5.0765,state,ANKLE_RECOVER,,,,
5.077,state,STAND,,,,
5.0785,state,ANKLE_RECOVER,,,,
5.079,state,STAND,,,,
5.0795,state,ANKLE_RECOVER,,,,
5.08,state,STAND,,,,
5.093,state,ANKLE_RECOVER,,,,
5.0935,state,STAND,,,,
5.0945,state,ANKLE_RECOVER,,,,
5.095,state,STAND,,,,
5.1005,state,ANKLE_RECOVER,,,,
5.101,state,STAND,,,,
5.1015,state,ANKLE_RECOVER,,,,
5.102,state,STAND,,,,
5.1085,state,ANKLE_RECOVER,,,,
5.109,state,STAND,,,,
5.1245,state,ANKLE_RECOVER,,,,
5.125,state,STAND,,,,
5.1375,state,ANKLE_RECOVER,,,,
5.138,state,STAND,,,,
5.139,state,ANKLE_RECOVER,,,,
5.14,state,STAND,,,,
5.144,state,ANKLE_RECOVER,,,,
5.145,state,STAND,,,,
5.158,state,ANKLE_RECOVER,,,,
5.1585,state,STAND,,,,
5.1755,state,ANKLE_RECOVER,,,,
5.176,state,STAND,,,,
5.177,state,ANKLE_RECOVER,,,,
5.1775,state,STAND,,,,
5.179,state,ANKLE_RECOVER,,,,
5.18,state,STAND,,,,
5.1855,state,ANKLE_RECOVER,,,,
5.186,state,STAND,,,,
5.188,state,ANKLE_RECOVER,,,,
5.1885,state,STAND,,,,
5.195,state,ANKLE_RECOVER,,,,
5.1955,state,STAND,,,,
5.2005,state,ANKLE_RECOVER,,,,
5.2015,state,STAND,,,,
5.202,state,ANKLE_RECOVER,,,,
5.2035,state,STAND,,,,
5.2235,state,ANKLE_RECOVER,,,,
5.224,state,STAND,,,,
5.253,state,ANKLE_RECOVER,,,,
5.2535,state,STAND,,,,
5.257,state,ANKLE_RECOVER,,,,
5.2575,state,STAND,,,,
5.26,state,ANKLE_RECOVER,,,,
5.2605,state,STAND,,,,
5.277,state,ANKLE_RECOVER,,,,
5.2775,state,STAND,,,,
5.288,state,ANKLE_RECOVER,,,,
5.2885,state,STAND,,,,
5.327,state,ANKLE_RECOVER,,,,
5.333,state,STAND,,,,
5.335,state,ANKLE_RECOVER,,,,
5.3355,state,STAND,,,,
5.391,state,ANKLE_RECOVER,,,,
5.392,state,STAND,,,,
5.399,state,ANKLE_RECOVER,,,,
5.3995,state,STAND,,,,
5.422,state,ANKLE_RECOVER,,,,
5.4225,state,STAND,,,,
5.425,state,ANKLE_RECOVER,,,,
5.4255,state,STAND,,,,
5.5005,push,backward 20N,-20.0,0.0,0.014244874268753802,0.011077316211286136
5.5055,state,ANKLE_RECOVER,,,,
5.506,state,STAND,,,,
5.5275,state,ANKLE_RECOVER,,,,
5.5345,state,STAND,,,,
5.542,state,ANKLE_RECOVER,,,,
5.543,state,STAND,,,,
5.5535,state,ANKLE_RECOVER,,,,
5.5555,state,STAND,,,,
5.558,state,ANKLE_RECOVER,,,,
5.5585,state,STAND,,,,
5.5595,state,ANKLE_RECOVER,,,,
5.56,state,STAND,,,,
5.5665,state,ANKLE_RECOVER,,,,
5.567,state,STAND,,,,
5.5715,state,ANKLE_RECOVER,,,,
5.572,state,STAND,,,,
5.5865,state,ANKLE_RECOVER,,,,
5.587,state,STAND,,,,
5.5955,state,ANKLE_RECOVER,,,,
5.596,state,STAND,,,,
5.597,state,ANKLE_RECOVER,,,,
5.5975,state,STAND,,,,
5.599,state,ANKLE_RECOVER,,,,
5.5995,state,STAND,,,,
5.603,state,ANKLE_RECOVER,,,,
5.6035,state,STAND,,,,
5.612,state,ANKLE_RECOVER,,,,
5.6125,state,STAND,,,,
5.6135,state,ANKLE_RECOVER,,,,
5.614,state,STAND,,,,
5.6255,state,ANKLE_RECOVER,,,,
5.6265,state,STAND,,,,
5.66,state,ANKLE_RECOVER,,,,
5.6605,state,STAND,,,,
5.6755,state,ANKLE_RECOVER,,,,
5.6815,state,STAND,,,,
5.689,state,ANKLE_RECOVER,,,,
5.7025,state,STAND,,,,
5.7115,state,ANKLE_RECOVER,,,,
5.712,state,STAND,,,,
5.716,state,ANKLE_RECOVER,,,,
5.7165,state,STAND,,,,
5.7215,state,ANKLE_RECOVER,,,,
5.722,state,STAND,,,,
5.725,state,ANKLE_RECOVER,,,,
5.726,state,STAND,,,,
5.734,state,ANKLE_RECOVER,,,,
5.7345,state,STAND,,,,
5.7375,state,ANKLE_RECOVER,,,,
5.7385,state,STAND,,,,
5.7485,state,ANKLE_RECOVER,,,,
5.749,state,STAND,,,,
5.7515,state,ANKLE_RECOVER,,,,
5.752,state,STAND,,,,
5.7545,state,ANKLE_RECOVER,,,,
5.755,state,STAND,,,,
5.7635,state,ANKLE_RECOVER,,,,
5.764,state,STAND,,,,
5.7775,state,ANKLE_RECOVER,,,,
5.7785,state,STAND,,,,
5.78,state,ANKLE_RECOVER,,,,
5.7815,state,STAND,,,,
5.7845,state,ANKLE_RECOVER,,,,
5.786,state,STAND,,,,
5.787,state,ANKLE_RECOVER,,,,
5.7885,state,STAND,,,,
5.791,state,ANKLE_RECOVER,,,,
5.796,state,STAND,,,,
5.797,state,ANKLE_RECOVER,,,,
5.798,state,STAND,,,,
5.7985,state,ANKLE_RECOVER,,,,
5.799,state,STAND,,,,
5.8,state,ANKLE_RECOVER,,,,
5.8005,state,STAND,,,,
5.8025,state,ANKLE_RECOVER,,,,
5.8035,state,STAND,,,,
5.807,state,ANKLE_RECOVER,,,,
5.809,state,STAND,,,,
5.81,state,ANKLE_RECOVER,,,,
5.8115,state,STAND,,,,
5.8135,state,ANKLE_RECOVER,,,,
5.8145,state,STAND,,,,
5.815,state,ANKLE_RECOVER,,,,
5.817,state,STAND,,,,
5.8175,state,ANKLE_RECOVER,,,,
5.818,state,STAND,,,,
5.8305,state,ANKLE_RECOVER,,,,
5.831,state,STAND,,,,
5.832,state,ANKLE_RECOVER,,,,
5.8325,state,STAND,,,,
5.86,state,ANKLE_RECOVER,,,,
5.8605,state,STAND,,,,
5.8615,state,ANKLE_RECOVER,,,,
5.863,state,STAND,,,,
5.865,state,ANKLE_RECOVER,,,,
5.8665,state,STAND,,,,
5.87,state,ANKLE_RECOVER,,,,
5.8705,state,STAND,,,,
5.8815,state,ANKLE_RECOVER,,,,
5.882,state,STAND,,,,
5.915,state,ANKLE_RECOVER,,,,
5.9155,state,STAND,,,,
5.925,state,ANKLE_RECOVER,,,,
5.9255,state,STAND,,,,
5.928,state,ANKLE_RECOVER,,,,
5.929,state,STAND,,,,
5.9665,state,ANKLE_RECOVER,,,,
5.9675,state,STAND,,,,
5.971,state,ANKLE_RECOVER,,,,
5.9715,state,STAND,,,,
5.98,state,ANKLE_RECOVER,,,,
5.9805,state,STAND,,,,
5.99,state,ANKLE_RECOVER,,,,
5.9905,state,STAND,,,,
6.034,state,ANKLE_RECOVER,,,,
6.0345,state,STAND,,,,
6.037,state,ANKLE_RECOVER,,,,
6.0375,state,STAND,,,,
6.039,state,ANKLE_RECOVER,,,,
6.0395,state,STAND,,,,
6.0485,state,ANKLE_RECOVER,,,,
6.049,state,STAND,,,,
6.0565,state,ANKLE_RECOVER,,,,
6.057,state,STAND,,,,
6.089,state,ANKLE_RECOVER,,,,
6.0895,state,STAND,,,,
6.1125,state,ANKLE_RECOVER,,,,
6.113,state,STAND,,,,
6.1155,state,ANKLE_RECOVER,,,,
6.116,state,STAND,,,,
6.1315,state,ANKLE_RECOVER,,,,
6.132,state,STAND,,,,
6.1515,state,ANKLE_RECOVER,,,,
6.1525,state,STAND,,,,
6.158,state,ANKLE_RECOVER,,,,
6.1585,state,STAND,,,,
6.1635,state,ANKLE_RECOVER,,,,
6.164,state,STAND,,,,
6.175,state,ANKLE_RECOVER,,,,
6.1765,state,STAND,,,,
6.1775,state,ANKLE_RECOVER,,,,
6.1805,state,STAND,,,,
6.1855,state,ANKLE_RECOVER,,,,
6.186,state,STAND,,,,
6.1875,state,ANKLE_RECOVER,,,,
6.188,state,STAND,,,,
6.189,state,ANKLE_RECOVER,,,,
6.19,state,STAND,,,,
6.196,state,ANKLE_RECOVER,,,,
6.1975,state,STAND,,,,
6.205,state,ANKLE_RECOVER,,,,
6.2055,state,STAND,,,,
6.2105,state,ANKLE_RECOVER,,,,
6.211,state,STAND,,,,
6.2205,state,ANKLE_RECOVER,,,,
6.221,state,STAND,,,,
6.2285,state,ANKLE_RECOVER,,,,
6.229,state,STAND,,,,
6.2325,state,ANKLE_RECOVER,,,,
6.233,state,STAND,,,,
6.2845,state,ANKLE_RECOVER,,,,
6.285,state,STAND,,,,
6.2905,state,ANKLE_RECOVER,,,,
6.2915,state,STAND,,,,
6.304,state,ANKLE_RECOVER,,,,
6.306,state,STAND,,,,
6.3085,state,ANKLE_RECOVER,,,,
6.309,state,STAND,,,,
6.3095,state,ANKLE_RECOVER,,,,
6.31,state,STAND,,,,
6.3875,state,ANKLE_RECOVER,,,,
6.389,state,STAND,,,,
6.391,state,ANKLE_RECOVER,,,,
6.3915,state,STAND,,,,
6.399,state,ANKLE_RECOVER,,,,
6.3995,state,STAND,,,,
6.404,state,ANKLE_RECOVER,,,,
6.4045,state,STAND,,,,
6.4055,state,ANKLE_RECOVER,,,,
6.406,state,STAND,,,,
6.431,state,ANKLE_RECOVER,,,,
6.4315,state,STAND,,,,
6.456,state,ANKLE_RECOVER,,,,
6.4565,state,STAND,,,,
6.473,state,ANKLE_RECOVER,,,,
6.4735,state,STAND,,,,
6.4815,state,ANKLE_RECOVER,,,,
6.482,state,STAND,,,,
6.4855,state,ANKLE_RECOVER,,,,
6.486,state,STAND,,,,
6.4895,state,ANKLE_RECOVER,,,,
6.49,state,STAND,,,,
6.4915,state,ANKLE_RECOVER,,,,
6.492,state,STAND,,,,
6.505,state,ANKLE_RECOVER,,,,
6.507,state,STAND,,,,
6.54,state,ANKLE_RECOVER,,,,
6.5405,state,STAND,,,,
6.5495,state,ANKLE_RECOVER,,,,
6.55,state,STAND,,,,
6.557,state,ANKLE_RECOVER,,,,
6.5575,state,STAND,,,,
6.584,state,ANKLE_RECOVER,,,,
6.5845,state,STAND,,,,
6.6335,state,ANKLE_RECOVER,,,,
6.6345,state,STAND,,,,
6.64,state,ANKLE_RECOVER,,,,
6.6405,state,STAND,,,,
6.6435,state,ANKLE_RECOVER,,,,
6.644,state,STAND,,,,
6.6925,state,ANKLE_RECOVER,,,,
6.693,state,STAND,,,,
6.6995,state,ANKLE_RECOVER,,,,
6.7,state,STAND,,,,
6.711,state,ANKLE_RECOVER,,,,
6.712,state,STAND,,,,
6.7165,state,ANKLE_RECOVER,,,,
6.717,state,STAND,,,,
6.7485,state,ANKLE_RECOVER,,,,
6.749,state,STAND,,,,
6.757,state,ANKLE_RECOVER,,,,
6.7575,state,STAND,,,,
6.804,state,ANKLE_RECOVER,,,,
6.8045,state,STAND,,,,
6.8075,state,ANKLE_RECOVER,,,,
6.808,state,STAND,,,,
6.8145,state,ANKLE_RECOVER,,,,
6.816,state,STAND,,,,
6.8675,state,ANKLE_RECOVER,,,,
6.868,state,STAND,,,,
6.872,state,ANKLE_RECOVER,,,,
6.8725,state,STAND,,,,
6.88,state,ANKLE_RECOVER,,,,
6.881,state,STAND,,,,
6.95,state,ANKLE_RECOVER,,,,
6.951,state,STAND,,,,
6.9555,state,ANKLE_RECOVER,,,,
6.957,state,STAND,,,,
6.961,state,ANKLE_RECOVER,,,,
6.9615,state,STAND,,,,
6.9805,state,ANKLE_RECOVER,,,,
6.983,state,STAND,,,,
7.064,state,ANKLE_RECOVER,,,,
7.0645,state,STAND,,,,
7.0985,state,ANKLE_RECOVER,,,,
7.0995,state,STAND,,,,
7.11,state,ANKLE_RECOVER,,,,
7.1105,state,STAND,,,,
7.1115,state,ANKLE_RECOVER,,,,
7.112,state,STAND,,,,
7.121,state,ANKLE_RECOVER,,,,
7.122,state,STAND,,,,
7.1235,state,ANKLE_RECOVER,,,,
7.124,state,STAND,,,,
7.1355,state,ANKLE_RECOVER,,,,
7.136,state,STAND,,,,
7.1365,state,ANKLE_RECOVER,,,,
7.1385,state,STAND,,,,
7.204,state,ANKLE_RECOVER,,,,
7.2045,state,STAND,,,,
7.208,state,ANKLE_RECOVER,,,,
7.209,state,STAND,,,,
7.211,state,ANKLE_RECOVER,,,,
7.2115,state,STAND,,,,
7.2125,state,ANKLE_RECOVER,,,,
7.2135,state,STAND,,,,
7.216,state,ANKLE_RECOVER,,,,
7.2165,state,STAND,,,,
7.236,state,ANKLE_RECOVER,,,,
7.237,state,STAND,,,,
7.238,state,ANKLE_RECOVER,,,,
7.239,state,STAND,,,,
7.241,state,ANKLE_RECOVER,,,,
7.242,state,STAND,,,,
7.2425,state,ANKLE_RECOVER,,,,
7.243,state,STAND,,,,
7.244,state,ANKLE_RECOVER,,,,
7.2445,state,STAND,,,,
7.2555,state,ANKLE_RECOVER,,,,
7.257,state,STAND,,,,
7.259,state,ANKLE_RECOVER,,,,
7.26,state,STAND,,,,
7.2615,state,ANKLE_RECOVER,,,,
7.262,state,STAND,,,,
7.263,state,ANKLE_RECOVER,,,,
7.2635,state,STAND,,,,
7.2745,state,ANKLE_RECOVER,,,,
7.275,state,STAND,,,,
7.2965,state,ANKLE_RECOVER,,,,
7.297,state,STAND,,,,
7.2975,state,ANKLE_RECOVER,,,,
7.298,state,STAND,,,,
7.303,state,ANKLE_RECOVER,,,,
7.304,state,STAND,,,,
7.3205,state,ANKLE_RECOVER,,,,
7.321,state,STAND,,,,
7.3365,state,ANKLE_RECOVER,,,,
7.337,state,STAND,,,,
7.346,state,ANKLE_RECOVER,,,,
7.3465,state,STAND,,,,
7.351,state,ANKLE_RECOVER,,,,
7.3515,state,STAND,,,,
7.375,state,ANKLE_RECOVER,,,,
7.3755,state,STAND,,,,
7.385,state,ANKLE_RECOVER,,,,
7.3855,state,STAND,,,,
7.408,state,ANKLE_RECOVER,,,,
7.4085,state,STAND,,,,
7.4135,state,ANKLE_RECOVER,,,,
7.414,state,STAND,,,,
7.439,state,ANKLE_RECOVER,,,,
7.4395,state,STAND,,,,
7.4415,state,ANKLE_RECOVER,,,,
7.443,state,STAND,,,,
7.444,state,ANKLE_RECOVER,,,,
7.4445,state,STAND,,,,
7.4555,state,ANKLE_RECOVER,,,,
7.456,state,STAND,,,,
7.481,state,ANKLE_RECOVER,,,,
7.4815,state,STAND,,,,
7.489,state,ANKLE_RECOVER,,,,
7.49,state,STAND,,,,
7.4935,state,ANKLE_RECOVER,,,,
7.4945,state,STAND,,,,
7.5055,state,ANKLE_RECOVER,,,,
7.506,state,STAND,,,,
7.5085,state,ANKLE_RECOVER,,,,
7.509,state,STAND,,,,
7.5145,state,ANKLE_RECOVER,,,,
7.515,state,STAND,,,,
7.518,state,ANKLE_RECOVER,,,,
7.5185,state,STAND,,,,
7.544,state,ANKLE_RECOVER,,,,
7.5445,state,STAND,,,,
7.563,state,ANKLE_RECOVER,,,,
7.564,state,STAND,,,,
7.566,state,ANKLE_RECOVER,,,,
7.5715,state,STAND,,,,
7.5735,state,ANKLE_RECOVER,,,,
7.574,state,STAND,,,,
7.5755,state,ANKLE_RECOVER,,,,
7.576,state,STAND,,,,
7.598,state,ANKLE_RECOVER,,,,
7.5985,state,STAND,,,,
7.6065,state,ANKLE_RECOVER,,,,
7.607,state,STAND,,,,
7.6255,state,ANKLE_RECOVER,,,,
7.627,state,STAND,,,,
7.6285,state,ANKLE_RECOVER,,,,
7.631,state,STAND,,,,
7.633,state,ANKLE_RECOVER,,,,
7.6335,state,STAND,,,,
7.638,state,ANKLE_RECOVER,,,,
7.6385,state,STAND,,,,
7.6435,state,ANKLE_RECOVER,,,,
7.644,state,STAND,,,,
7.665,state,ANKLE_RECOVER,,,,
7.6655,state,STAND,,,,
7.675,state,ANKLE_RECOVER,,,,
7.676,state,STAND,,,,
7.6975,state,ANKLE_RECOVER,,,,
7.698,state,STAND,,,,
7.701,state,ANKLE_RECOVER,,,,
7.7015,state,STAND,,,,
7.719,state,ANKLE_RECOVER,,,,
7.7195,state,STAND,,,,
7.7445,state,ANKLE_RECOVER,,,,
7.747,state,STAND,,,,
7.7715,state,ANKLE_RECOVER,,,,
7.772,state,STAND,,,,
7.7745,state,ANKLE_RECOVER,,,,
7.7755,state,STAND,,,,
7.778,state,ANKLE_RECOVER,,,,
7.7785,state,STAND,,,,
7.7795,state,ANKLE_RECOVER,,,,
7.78,state,STAND,,,,
7.7825,state,ANKLE_RECOVER,,,,
7.783,state,STAND,,,,
7.7875,state,ANKLE_RECOVER,,,,
7.788,state,STAND,,,,
7.8075,state,ANKLE_RECOVER,,,,
7.808,state,STAND,,,,
7.829,state,ANKLE_RECOVER,,,,
7.8295,state,STAND,,,,
7.838,state,ANKLE_RECOVER,,,,
7.8385,state,STAND,,,,
7.8525,state,ANKLE_RECOVER,,,,
7.853,state,STAND,,,,
7.8545,state,ANKLE_RECOVER,,,,
7.855,state,STAND,,,,
7.86,state,ANKLE_RECOVER,,,,
7.8605,state,STAND,,,,
7.8635,state,ANKLE_RECOVER,,,,
7.864,state,STAND,,,,
7.868,state,ANKLE_RECOVER,,,,
7.8685,state,STAND,,,,
7.8735,state,ANKLE_RECOVER,,,,
7.874,state,STAND,,,,
7.8755,state,ANKLE_RECOVER,,,,
7.876,state,STAND,,,,
7.909,state,ANKLE_RECOVER,,,,
7.9095,state,STAND,,,,
7.912,state,ANKLE_RECOVER,,,,
7.9125,state,STAND,,,,
7.9295,state,ANKLE_RECOVER,,,,
7.93,state,STAND,,,,
7.9305,state,ANKLE_RECOVER,,,,
7.934,state,STAND,,,,
7.935,state,ANKLE_RECOVER,,,,
7.9355,state,STAND,,,,
7.936,state,ANKLE_RECOVER,,,,
7.9365,state,STAND,,,,
7.948,state,ANKLE_RECOVER,,,,
7.9485,state,STAND,,,,
7.949,state,ANKLE_RECOVER,,,,
7.9495,state,STAND,,,,
7.9615,state,ANKLE_RECOVER,,,,
7.962,state,STAND,,,,
7.965,state,ANKLE_RECOVER,,,,
7.9655,state,STAND,,,,
7.9755,state,ANKLE_RECOVER,,,,
7.976,state,STAND,,,,
7.977,state,ANKLE_RECOVER,,,,
7.978,state,STAND,,,,
7.982,state,ANKLE_RECOVER,,,,
7.9825,state,STAND,,,,
8.0245,state,ANKLE_RECOVER,,,,
8.025,state,STAND,,,,
8.0305,state,ANKLE_RECOVER,,,,
8.031,state,STAND,,,,
8.0605,state,ANKLE_RECOVER,,,,
8.061,state,STAND,,,,
8.0695,state,ANKLE_RECOVER,,,,
8.07,state,STAND,,,,
8.0765,state,ANKLE_RECOVER,,,,
8.077,state,STAND,,,,
8.0785,state,ANKLE_RECOVER,,,,
8.079,state,STAND,,,,
8.0835,state,ANKLE_RECOVER,,,,
8.084,state,STAND,,,,
8.0935,state,ANKLE_RECOVER,,,,
8.0945,state,STAND,,,,
8.1055,state,ANKLE_RECOVER,,,,
8.106,state,STAND,,,,
8.12,state,ANKLE_RECOVER,,,,
8.1205,state,STAND,,,,
8.131,state,ANKLE_RECOVER,,,,
8.1315,state,STAND,,,,
8.162,state,ANKLE_RECOVER,,,,
8.1625,state,STAND,,,,
8.179,state,ANKLE_RECOVER,,,,
8.1795,state,STAND,,,,
8.1825,state,ANKLE_RECOVER,,,,
8.183,state,STAND,,,,
8.1905,state,ANKLE_RECOVER,,,,
8.191,state,STAND,,,,
8.205,state,ANKLE_RECOVER,,,,
8.209,state,STAND,,,,
8.21,state,ANKLE_RECOVER,,,,
8.213,state,STAND,,,,
8.2235,state,ANKLE_RECOVER,,,,
8.224,state,STAND,,,,
8.255,state,ANKLE_RECOVER,,,,
8.2555,state,STAND,,,,
8.256,state,ANKLE_RECOVER,,,,
8.2565,state,STAND,,,,
8.26,state,ANKLE_RECOVER,,,,
8.2615,state,STAND,,,,
8.2745,state,ANKLE_RECOVER,,,,
8.275,state,STAND,,,,
8.2775,state,ANKLE_RECOVER,,,,
8.278,state,STAND,,,,
8.2805,state,ANKLE_RECOVER,,,,
8.2815,state,STAND,,,,
8.289,state,ANKLE_RECOVER,,,,
8.2895,state,STAND,,,,
8.291,state,ANKLE_RECOVER,,,,
8.2915,state,STAND,,,,
8.298,state,ANKLE_RECOVER,,,,
8.2985,state,STAND,,,,
8.304,state,ANKLE_RECOVER,,,,
8.3045,state,STAND,,,,
8.3055,state,ANKLE_RECOVER,,,,
8.306,state,STAND,,,,
8.3155,state,ANKLE_RECOVER,,,,
8.3165,state,STAND,,,,
8.3175,state,ANKLE_RECOVER,,,,
8.32,state,STAND,,,,
8.324,state,ANKLE_RECOVER,,,,
8.325,state,STAND,,,,
8.348,state,ANKLE_RECOVER,,,,
8.3485,state,STAND,,,,
8.352,state,ANKLE_RECOVER,,,,
8.3525,state,STAND,,,,
8.356,state,ANKLE_RECOVER,,,,
8.3565,state,STAND,,,,
8.43,state,ANKLE_RECOVER,,,,
8.4305,state,STAND,,,,
8.446,state,ANKLE_RECOVER,,,,
8.4465,state,STAND,,,,
8.458,state,ANKLE_RECOVER,,,,
8.4595,state,STAND,,,,
8.4615,state,ANKLE_RECOVER,,,,
8.462,state,STAND,,,,
8.469,state,ANKLE_RECOVER,,,,
8.4695,state,STAND,,,,
8.474,state,ANKLE_RECOVER,,,,
8.4745,state,STAND,,,,
8.4755,state,ANKLE_RECOVER,,,,
8.4765,state,STAND,,,,
8.4925,state,ANKLE_RECOVER,,,,
8.493,state,STAND,,,,
8.4975,state,ANKLE_RECOVER,,,,
8.498,state,STAND,,,,
8.5005,push,left 30N,0.0,30.0,0.015032441802011617,0.025759862337307243
8.507,state,ANKLE_RECOVER,,,,
8.641,state,STAND,,,,
8.673,state,ANKLE_RECOVER,,,,
8.68,state,STAND,,,,
8.6855,state,ANKLE_RECOVER,,,,
8.695,state,STAND,,,,
8.7,state,ANKLE_RECOVER,,,,
8.7045,state,STAND,,,,
8.7115,state,ANKLE_RECOVER,,,,
8.745,state,STAND,,,,
8.791,state,ANKLE_RECOVER,,,,
9.0285,state,STAND,,,,
9.034,state,ANKLE_RECOVER,,,,
9.0415,state,STAND,,,,
9.0465,state,ANKLE_RECOVER,,,,
9.053,state,STAND,,,,
9.056,state,ANKLE_RECOVER,,,,
9.0605,state,STAND,,,,
9.0615,state,ANKLE_RECOVER,,,,
9.065,state,STAND,,,,
9.0705,state,ANKLE_RECOVER,,,,
9.071,state,STAND,,,,
9.0735,state,ANKLE_RECOVER,,,,
9.0775,state,STAND,,,,
9.0825,state,ANKLE_RECOVER,,,,
9.0905,state,STAND,,,,
9.094,state,ANKLE_RECOVER,,,,
9.1,state,STAND,,,,
9.102,state,ANKLE_RECOVER,,,,
9.104,state,STAND,,,,
9.111,state,ANKLE_RECOVER,,,,
9.115,state,STAND,,,,
9.1195,state,ANKLE_RECOVER,,,,
9.1265,state,STAND,,,,
9.1285,state,ANKLE_RECOVER,,,,
9.1335,state,STAND,,,,
9.147,state,ANKLE_RECOVER,,,,
9.1545,state,STAND,,,,
9.157,state,ANKLE_RECOVER,,,,
9.3325,state,STAND,,,,
9.3375,state,ANKLE_RECOVER,,,,
9.3465,state,STAND,,,,
9.352,state,ANKLE_RECOVER,,,,
9.355,state,STAND,,,,
9.3555,state,ANKLE_RECOVER,,,,
9.3625,state,STAND,,,,
9.37,state,ANKLE_RECOVER,,,,
9.3725,state,STAND,,,,
9.373,state,ANKLE_RECOVER,,,,
9.3825,state,STAND,,,,
9.3885,state,ANKLE_RECOVER,,,,
9.392,state,STAND,,,,
9.393,state,ANKLE_RECOVER,,,,
9.403,state,STAND,,,,
9.4095,state,ANKLE_RECOVER,,,,
9.4265,state,STAND,,,,
9.4345,state,ANKLE_RECOVER,,,,
9.5575,state,STAND,,,,
9.562,state,ANKLE_RECOVER,,,,
9.5695,state,STAND,,,,
9.574,state,ANKLE_RECOVER,,,,
9.58,state,STAND,,,,
9.582,state,ANKLE_RECOVER,,,,
9.585,state,STAND,,,,
9.592,state,ANKLE_RECOVER,,,,
9.5955,state,STAND,,,,
9.601,state,ANKLE_RECOVER,,,,
9.6085,state,STAND,,,,
9.6145,state,ANKLE_RECOVER,,,,
9.622,state,STAND,,,,
9.6265,state,ANKLE_RECOVER,,,,
9.635,state,STAND,,,,
9.638,state,ANKLE_RECOVER,,,,
9.6435,state,STAND,,,,
9.647,state,ANKLE_RECOVER,,,,
9.6485,state,STAND,,,,
9.662,state,ANKLE_RECOVER,,,,
9.7675,state,STAND,,,,
