t,com_x,com_y,com_z,vel_x,vel_y,speed,cp_x,cp_y,cp_margin,roll,pitch,yaw,tilt,lf_x,lf_y,lf_z,rf_x,rf_y,rf_z,left_contact,right_contact,state
13.42,1.1433176181980271,-0.0047705197644179655,0.23238081883286618,0.10647502110429924,0.03215894313886335,0.11122557144366405,1.1597051433014542,0.00017904946338780005,0.019078282879997837,0.00010717481682576904,-0.0014725815397509064,-0.19191129836557924,0.0014725815397509064,1.1592170741029046,0.007100766583389963,0.029990269269785208,1.0664361288672588,-0.04706878571960828,0.04118121642874009,1,0,WALK
13.425,1.143919378001297,-0.00468711829546745,0.23254589979476673,0.10992504493274187,0.029416362802774897,0.11379296069621266,1.1608439031052287,-0.00015805059277473714,0.018737599594437403,2.553639780492522e-05,-0.001212309263770034,-0.1919453074191571,0.001212309263770034,1.1592183000642948,0.007104349812787859,0.02999025297644632,1.0675654982880707,-0.04725939098018304,0.04281913220429274,1,0,WALK
13.43,1.1445367713103933,-0.004619114485691597,0.23272190298542775,0.11323817728597246,0.02528839906750879,0.11602753088145464,1.1619779967746455,-0.0007241324192410765,0.018168804288473034,1.7911222654166048e-05,-0.0007982583536126366,-0.19200407441767275,0.0007982583536126366,1.1592190379242389,0.007107063292285891,0.029990247801446865,1.068694117080456,-0.047433894947053364,0.0444963193334784,1,0,WALK
13.435,1.1451708403026675,-0.004566879977466566,0.232908472554969,0.1169704812482055,0.02241014984172832,0.1190978937654462,1.1631941446600085,-0.0011138297122973598,0.017776712765892707,8.162992573738532e-05,-0.0002299356298536135,-0.1920879515899772,0.0002299356298536135,1.1592198249914132,0.007109457521809931,0.029990329515014638,1.0698236379142143,-0.04759257210026815,0.04621167269842226,1,0,WALK
13.44,1.1458200920360604,-0.004518706649925998,0.2330886927544463,0.1149421965467212,0.02407342186936878,0.11743610257278504,1.1635377205532216,-0.0008079375970220346,0.018078123863964707,0.00016234657880838423,0.00021143352078042285,-0.1922868907636341,0.00021143352078042285,1.1592295121972238,0.007113938539013258,0.030000314238666767,1.0709934461436772,-0.04773637906662597,0.047933323405122616,1,0,WALK
13.445,1.1464787129276794,-0.004455332246394249,0.23324550633523114,0.1129924625983514,0.026916654765325662,0.116154220361533,1.1639016598250127,-0.0003049010065943412,0.018523362071291072,0.0001677450867668075,0.00032801954767612,-0.19374772206618807,0.00032801954767612,1.159274711900914,0.007171736922114583,0.030000398666445424,1.0725708282618296,-0.04788759849175342,0.04945739459925092,1,0,WALK
13.45,1.1471246027715962,-0.004383212421451207,0.2333896039890926,0.09655579965344938,0.02634804105207419,0.10008617144240677,1.1620176859406857,-0.00031920416778326386,0.01845650926832366,0.00010096606722456547,-2.140271694646089e-05,-0.1950241104062859,0.00010096606722456547,1.159370812646066,0.0072242865638930745,0.02999039470960431,1.0743071025556326,-0.04805736960452365,0.05093518936151229,1,0,WALK
13.455,1.147746834021227,-0.0043359594038759495,0.2335560082707712,0.1018467103594643,0.01974860823515786,0.10374372240415493,1.163461603844934,-0.001288783587801796,0.017483386007913104,-0.00017427425138772745,-4.701887978867273e-05,-0.19505052791226596,0.00017427425138772745,1.1593712773921179,0.007227830404285101,0.02999277159372757,1.0759921866624622,-0.04836791915679116,0.05250060481308437,1,0,WALK
13.46,1.1483836229058024,-0.004317026661565265,0.23372166688320672,0.09999880194582493,0.01619557133374203,0.10130181104712119,1.1638187347475137,-0.0018171921634264868,0.016943834001552003,-0.00027545351512681555,4.117920612471042e-05,-0.19523283494789095,0.00027545351512681555,1.1593716174297677,0.00723897383502151,0.029996973485814926,1.0777029352516176,-0.04867311260582691,0.054024283822221394,1,0,WALK
13.465,1.1489941463626896,-0.004316164226155207,0.23385902228217967,0.09035372461566162,0.010135568324824677,0.09092043388144387,1.1629446093486027,-0.0027512495382647274,0.01598754246971118,-0.00022604454638835934,6.632202389189224e-06,-0.19565317801406307,0.00022604454638835934,1.1593642859044386,0.007261207992024088,0.02999458956422074,1.0794821183587393,-0.04899688908442065,0.05532087527365696,1,0,WALK
13.47,1.149597437175116,-0.004350354972038488,0.23399753400662912,0.09551172531449709,0.0015088706821978714,0.09552364295444107,1.1643486533255987,-0.004117318897117449,0.014620870637940781,-0.00011363549058582331,-9.198623799871138e-05,-0.19563987667339217,0.00011363549058582331,1.15936258261734,0.0072618104649417705,0.02999477113374989,1.0812841626110248,-0.04936436504599146,0.056641333603014356,1,0,WALK
13.475,1.1502248979874918,-0.004414863000615261,0.2341371107939149,0.09868976320045408,-0.0023269146377973625,0.09871719147288023,1.1654714883022237,-0.0047743482504459716,0.013964799320296154,0.00012578976100936586,-2.792349158003251e-05,-0.19561254860274058,0.00012578976100936586,1.1593645528764502,0.007260852429257873,0.029990356904333965,1.0830855711978462,-0.04972661241305376,0.05798796559165002,1,0,WALK
13.48,1.1508513106374565,-0.004481878629816896,0.2342916200007791,0.09493294582011487,-0.00023262370742467396,0.09493323083027419,1.1655223482811774,-0.004517828543084268,0.014229297554248154,0.00033422582778903714,3.616729790786778e-05,-0.19560192095276613,0.00033422582778903714,1.1593627079702897,0.007252873902667574,0.02999611165307467,1.0848733289393588,-0.05007838501976267,0.059375529424662524,1,0,WALK
13.485,1.1514558285902872,-0.004534335879436268,0.2344440120191978,0.09380210895823429,0.0018904211377375477,0.09382115612744528,1.165956819205379,-0.004242093205136596,0.014511632148512242,0.0005073872112022623,-1.7225667790094156e-05,-0.19557695691693522,0.0005073872112022623,1.1593604382097955,0.0072462746463511606,0.03000040124702255,1.0866562792839842,-0.05041580882482103,0.06077845800396576,1,0,WALK
13.49,1.1520718744879066,-0.004578562969716658,0.23459897711553787,0.09818167243378195,0.002931583628334683,0.09822542941857967,1.167254922978122,-0.004125215870621896,0.014633690123580127,0.0006443978344528467,-3.345053143009558e-06,-0.19555891032337652,0.0006443978344528467,1.1593584872380758,0.0072410940057979776,0.03000397381388288,1.088434277490277,-0.05073636005339339,0.062211659465215334,1,0,WALK
13.495,1.1526929803687016,-0.004613252746540065,0.23475606132415164,0.09598182331338595,0.005290835082094028,0.09612753685821745,1.1675408073872078,-0.0037947914861628552,0.01496820353122014,0.0007438130874596442,1.851546675521017e-05,-0.19554317118460537,0.0007438130874596442,1.1593569990076107,0.007237004982617005,0.030006742153397048,1.0902064810887069,-0.051039828823826495,0.06367267580814025,1,0,WALK
13.5,1.153303924456489,-0.004635274416282289,0.23491419176343817,0.09613628032444722,0.007191508714818434,0.0964048867652258,1.1681806529846779,-0.003522415436328067,0.015243426203656067,0.0008049456662733963,-7.782285244948448e-06,-0.19552013856297618,0.0008049456662733963,1.159355445169447,0.007234158360015867,0.03000819560366838,1.0919705694954536,-0.051326022558409914,0.06515615990032309,1,0,WALK
13.505,1.1539484646952562,-0.0046519047656742194,0.23502773890433779,0.09754375513062578,0.009048259022079947,0.0979625191403025,1.1690466422403902,-0.0032513822923823142,0.015491306142686862,0.0005596196871775879,0.00035265987924127057,-0.19737379117121773,0.0005596196871775879,1.159315190035754,0.007257311564930822,0.03000137393537411,1.0941922525192267,-0.05170281969195749,0.06597102233547512,1,0,WALK
13.51,1.1546400789683622,-0.0046660557622044815,0.23512976377529482,0.09632307407489601,0.009211939513196248,0.09676256729145156,1.1695525507328903,-0.003239888779823231,0.015482261957922946,0.0002731006229323067,-0.00022266687466632537,-0.19816022207675602,0.0002731006229323067,1.1593682615975387,0.007277849262253821,0.029996738333387618,1.0967037681420875,-0.052169378970375796,0.06669504156814907,1,0,WALK
